feeder_id,feeder_name,density,frequency_khz,geometry,rms_abs_v_disc,rms_abs_v_two_level_branch,p95_abs_v_disc,p95_abs_v_two_level_branch,p99_abs_v_disc,p99_abs_v_two_level_branch,rel_diff_rms,rel_diff_p95,rel_diff_p99
A,urban_short,6.0,22.0,two_level_branch,0.016973992864403147,0.01911192594676093,0.03158538233794641,0.035847678445905286,0.042457097598730245,0.04805039188472049,0.12595345711740746,0.13494521175506527,0.13173991163629425
A,urban_short,6.0,23.0,two_level_branch,0.01678578715927665,0.018970051039656176,0.030838337102704772,0.03469622878357624,0.042363405354258234,0.047130092388306566,0.13012579390251552,0.12510050940889095,0.11251897703188773
A,urban_short,6.0,24.0,two_level_branch,0.016821865402158485,0.018996935166038776,0.03094793018228107,0.03503042636976581,0.042352651111202975,0.047782370444765396,0.1293001526216705,0.13191499927262126,0.12820258451604155
A,urban_short,6.0,25.0,two_level_branch,0.01672724342967946,0.018909380947162567,0.031032727946436522,0.03522772126165296,0.04172074466647972,0.04702213746464755,0.1304541018163996,0.13517965041478563,0.12706850849733747
A,urban_short,6.0,26.0,two_level_branch,0.01646821618604784,0.018596429945153942,0.030145952195153213,0.03414665738882751,0.040728734441677975,0.046581497490421994,0.1292315898129368,0.13271119013840665,0.14370107809573504
A,urban_short,6.0,27.0,two_level_branch,0.01651661500925434,0.0187034341543283,0.030756712693820455,0.034905743213677294,0.04130773899352875,0.04656865230245293,0.13240116960095502,0.13489837360578688,0.12735902368678073
A,urban_short,6.0,28.0,two_level_branch,0.016398742851304084,0.018542590943680177,0.030277227653737655,0.03457750956815363,0.04124501587697292,0.04651018894342597,0.1307324660076371,0.14203024013941096,0.12765598350496923
A,urban_short,6.0,29.0,two_level_branch,0.016197644738585,0.01834657583295427,0.030068464195610555,0.0340292277643367,0.04007724439818491,0.04521168254461295,0.13266935588791018,0.1317248377888334,0.1281135523045237
A,urban_short,6.0,30.0,two_level_branch,0.01619628736362862,0.01840309110000362,0.030078039592768207,0.034283342224671345,0.04008714045405325,0.04551472954954929,0.1362536788110301,0.13981305593181803,0.13539476834764494
A,urban_short,6.0,31.0,two_level_branch,0.01628792010640162,0.018470093624356105,0.030372554714267353,0.0345042690678374,0.04021934894638858,0.046228065057096236,0.1339749644951185,0.1360344690276974,0.1493986419003731
A,urban_short,6.0,32.0,two_level_branch,0.016244677911634774,0.018418652542835763,0.030054605327222643,0.03402561252982211,0.0414684350371178,0.04637593707171926,0.13382688428952746,0.1321264132190295,0.11834307299537171
A,urban_short,6.0,33.0,two_level_branch,0.016064483596786517,0.01824033531280547,0.03008542576606683,0.03382230278995826,0.039345517607514806,0.04431888086451931,0.13544485902143794,0.1242088795069082,0.12640228314227625
A,urban_short,6.0,34.0,two_level_branch,0.016178407244014033,0.01842259428136738,0.030095819946800988,0.03434481312628619,0.04073217690152473,0.04562479557274729,0.13871495527989572,0.14118217038100161,0.12011679815324115
A,urban_short,6.0,35.0,two_level_branch,0.015858721057407977,0.01801287358071218,0.029507268132670194,0.03372720524500026,0.03947993469415925,0.04432754002480192,0.1358339373967327,0.14301348038579645,0.12278655900005418
A,urban_short,6.0,36.0,two_level_branch,0.016015697111493532,0.018243733900590642,0.029646821560476468,0.03367746503259608,0.040155944775431954,0.046027197075353785,0.13911581703790948,0.13595533213897876,0.14621128534657107
A,urban_short,6.0,37.0,two_level_branch,0.01589273282756747,0.01808645527199252,0.02949080030592822,0.03363379899236092,0.03919095845746083,0.04521360963693106,0.13803305373760696,0.14048444407932456,0.15367450597074356
A,urban_short,6.0,38.0,two_level_branch,0.015834773172103578,0.018037815163546835,0.029658497387635974,0.033712329185968955,0.03895805255289994,0.044554323137093996,0.139126842392943,0.13668365410929215,0.14364862249197521
A,urban_short,6.0,39.0,two_level_branch,0.01562925821006465,0.017857526733119224,0.029004139125414163,0.03318378419994555,0.03905053223524681,0.04443326813941896,0.14257033143259823,0.14410512432237896,0.13784026992886217
A,urban_short,6.0,40.0,two_level_branch,0.01571462443916157,0.017923558408783836,0.02961972685982851,0.03379800736271675,0.0388591411354562,0.044845106778410616,0.14056549541950863,0.14106411320608755,0.1540426645583437
A,urban_short,6.0,41.0,two_level_branch,0.015833731713444005,0.01805598305073823,0.029453352297235807,0.03358547425993642,0.04024246407088306,0.04521628136057415,0.14034918473497754,0.1402937744063995,0.12359624104851555
A,urban_short,6.0,42.0,two_level_branch,0.015702637339207372,0.017934773034773775,0.029265582096911213,0.03346520016607395,0.039495555973771926,0.04483128794737916,0.142150369224478,0.14350024049601853,0.135097021476304
A,urban_short,6.0,43.0,two_level_branch,0.015565560654440373,0.017811621555414103,0.028650447790833512,0.03271642519697464,0.03877450626123883,0.04371850987615581,0.14429681980860734,0.14191671403621148,0.1275065524137772
